timestamp,city,pm25,pm10,no2,co
2023-01-01,Delhi,82.45071229516849,116.54339247072038,46.47688538100692,1.204605971281605
2023-01-02,Delhi,71.48769937914996,114.14657607627049,55.79212815507391,1.0534869458305818
2023-01-03,Delhi,67.95788421097572,133.5640010896491,35.365823071875376,0.8068540492859486
2023-01-04,Delhi,78.62943407349051,72.16799388355506,22.750821674869673,0.7875424941518054
2023-01-05,Delhi,59.80753319498364,127.85618331488185,30.91975924478789,0.6175392597329417
2023-01-06,Delhi,96.98473153382331,114.3555924878366,40.67528204687924,0.6150503627573087
2023-01-07,Delhi,66.83425913212226,122.77306474274666,28.490064225776973,0.9751396036691344
2023-01-08,Delhi,65.99041965121792,112.70765625516808,33.98293387770603,1.2704556369017876
2023-01-09,Delhi,74.79754162893099,93.5572267761025,48.225449121031886,0.6558312700057956
2023-01-10,Delhi,78.13295392507133,71.00824690300561,26.718139511015693,0.9393722471738247
2023-01-11,Delhi,86.07699869993115,124.28420702974927,38.843517176117594,0.8397792608821423
2023-01-12,Delhi,52.82217014448859,102.00389479013228,35.393612290402125,1.1114244452437831
2023-01-13,Delhi,80.15427434352692,75.92399611593166,43.24083969394795,0.8229835439167367
2023-01-14,Delhi,64.84616999541062,135.2919072210217,50.30999522495951,1.0862560238232397
2023-01-15,Delhi,62.41173715166042,112.26969060371964,43.31263431403564,1.0951090254244717
2023-01-16,Delhi,67.81238643232065,115.35852558340457,28.936650259939718,0.6607586751838659
2023-01-17,Delhi,87.18788733591298,153.9060007142706,39.27989878419666,1.1007065795784048
2023-01-18,Delhi,80.42454037571451,103.8720061348719,43.61395605508414,1.207607313293194
2023-01-19,Delhi,74.46260941335073,159.11609139535017,13.802548959102555,1.0643805008750449
2023-01-20,Delhi,76.30570602357257,112.52481623835331,40.91760776535502,0.5024862170798214
2023-01-21,Delhi,71.70492168243732,128.92781428779367,54.77894044741516,0.7963459563452705
2023-01-22,Delhi,62.87259595660218,107.45607391038658,49.15402117702074,0.9657502219319369
2023-01-23,Delhi,67.05359694349441,132.8316858278339,40.9707754934804,1.0937289981065779
2023-01-24,Delhi,64.46920359183972,111.80844633505579,36.078918468678424,0.6072970103735763
2023-01-25,Delhi,79.44180415596864,126.52638180449723,40.05113456642461,0.8530825733249706
2023-01-26,Delhi,53.769438869243785,109.48386693086603,36.572854834732304,0.7395445461556762
2023-01-27,Delhi,72.58071432500986,130.10127142036345,58.8618590121053,0.9349155625663678
2023-01-28,Delhi,78.86325586084146,118.13885210584581,20.812287847009586,0.8946972249101567
2023-01-29,Delhi,75.90345314911539,181.58105281213216,38.076390352188774,0.9603094684667225
2023-01-30,Delhi,74.47932345442135,90.7830490595117,51.42822814515021,1.0503866065373548
2023-01-31,Delhi,86.8654792056457,97.26531363013153,54.02794310936099,0.6196297874415438
2023-02-01,Delhi,83.80285640700406,174.76139064524946,30.094636748693116,0.7867404540794456
2023-02-02,Delhi,76.49477047631461,107.41310864709502,24.493365689338674,0.9137125949612055
2023-02-03,Delhi,59.06544429410843,131.83981076587955,30.80575765766197,1.209986881003508
2023-02-04,Delhi,63.251200614956446,111.94846209485812,48.135172173696695,0.6538271367132089
2023-02-05,Delhi,78.41189901906193,152.6785688570607,23.925167654387725,0.9369267717064609
2023-02-06,Delhi,78.89824191372635,139.54557179443276,27.63049289121918,0.6359086773831448
2023-02-07,Delhi,82.82912348425347,127.42461683082965,42.504928503458764,0.9692896418993951
2023-02-08,Delhi,64.79962917632264,125.8063424290251,42.93072473298681,0.7571297163947265
2023-02-09,Delhi,102.98661766717134,131.8458230227947,28.086965027973513,1.0313107217267659
2023-02-10,Delhi,60.379774946590175,139.6771150935613,51.58595579007404,0.735863536329658
2023-02-11,Delhi,89.45064193866483,130.31952317341245,48.2206015999449,1.2793585965307894
2023-02-12,Delhi,71.31917825995694,101.15659589106276,31.104855703744768,0.7368379430069123
2023-02-13,Delhi,73.84347435878844,128.5287993704161,42.766907993300194,1.0654366498072048
2023-02-14,Delhi,75.1950283781686,156.33835192893292,37.35343166762044,1.4440338333179237
2023-02-15,Delhi,84.3850102164751,98.57106108959294,29.291075019388877,0.9964944830486371
2023-02-16,Delhi,71.64805822011223,137.85001235230231,44.73237624573545,0.8854342174686255
2023-02-17,Delhi,62.29809422897392,82.12881938285338,35.53485047932979,1.0712797588646945
2023-02-18,Delhi,78.21140616195306,88.8565305322003,41.73180925851182,0.9770634759457674
2023-02-19,Delhi,61.74213845698301,123.8431276486382,40.58208718446,0.6714059404338754
2023-02-20,Delhi,80.36681040522424,134.01961315920585,50.830512431752766,1.1107604104069806
2023-02-21,Delhi,54.33495948064363,96.55437400212193,45.1503526720866,1.0027571901824417
2023-02-22,Delhi,82.72571529459071,216.31828726636803,45.70890510693167,1.1271131280361197
2023-02-23,Delhi,89.31002645239803,136.28478128264496,36.84730755359654,1.0517938440986536
2023-02-24,Delhi,63.40762178193643,114.07953483149979,35.14636452170897,0.9163748278772645
2023-02-25,Delhi,109.71987850010262,73.3183701852063,46.86260190374514,0.5774568257620697
2023-02-26,Delhi,67.92102201315849,147.22376492418414,40.64280019095463,0.6844510444141387
2023-02-27,Delhi,64.27044436110047,136.9899437233669,32.69633368282864,0.943291717916395
2023-02-28,Delhi,75.6835775985572,103.70999130985457,61.439440893253256,1.0267838044636022
2023-03-01,Delhi,44.622861200135894,124.66135786923569,33.38213535231612,1.0704866669592448
2023-03-02,Delhi,63.11218892350949,117.13158896332753,45.049872789804574,1.0731510388340244
2023-03-03,Delhi,56.99555389416336,111.63746910397629,35.25054688839044,0.7693341534852576
2023-03-04,Delhi,101.48181360421646,130.1245427740239,27.391160456649548,1.0835723894109552
2023-03-05,Delhi,106.8323429551895,145.81163151377868,24.806300340459867,0.8031531854267497
2023-03-06,Delhi,94.00366723779933,102.30826335953049,44.43819428146229,1.0549268106858674
2023-03-07,Delhi,61.09604292632876,118.511866098455,7.587326599309272,0.695122471733142
